 time            v(CLK)          v(A0i)          v(A1i)          v(A2i)          v(A3i)          v(A4i)          v(B0i)          v(B1i)          v(B2i)          v(B3i)          v(B4i)          v(Cini)         v(S0o)          v(S1o)          v(S2o)          v(S3o)          v(S4o)          v(Couto)       
 5.74833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.29750147e-05  4.14743048e-05 -4.20296915e-06  4.06622356e-05  3.76425895e-05  9.80993903e-06 
 5.84833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -1.58938367e-05 -2.44083469e-05  4.47654977e-06 -2.35707415e-05 -2.04618976e-05 -9.28419172e-06 
 5.94833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.00037300e-05  3.86345867e-05 -4.50121486e-06  3.77763728e-05  3.46878451e-05  9.00068146e-06 
 6.04833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -1.35064048e-05 -2.21488523e-05  4.76402438e-06 -2.12678614e-05 -1.80933922e-05 -8.50585602e-06 
 6.14833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.72458793e-05  3.59977154e-05 -4.77884350e-06  3.50982826e-05  3.19459139e-05  8.24838702e-06 
 6.24833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -1.12927244e-05 -2.00527454e-05  5.02865650e-06 -1.91330751e-05 -1.58978212e-05 -7.78223563e-06 
 6.34833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.46855498e-05  3.35484971e-05 -5.03589861e-06  3.26123750e-05  2.94008728e-05  7.54900927e-06 
 6.44833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -9.24064337e-06 -1.81085958e-05  5.27381287e-06 -1.71545649e-05 -1.38630418e-05 -7.10946373e-06 
 6.54833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.23081041e-05  3.12729845e-05 -5.27400233e-06  3.03043232e-05  2.70380800e-05  6.89880771e-06 
 6.64833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -7.33882410e-06 -1.63057538e-05  5.50088496e-06 -1.53213122e-05 -1.19777313e-05 -6.48396108e-06 
 6.74833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.01000579e-05  2.91583507e-05 -5.49446438e-06  2.81609397e-05  2.48440547e-05  6.29431918e-06 
 6.84833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -5.57669205e-06 -1.46342965e-05  5.71109776e-06 -1.36230449e-05 -1.02313348e-05 -5.90241046e-06 
 6.94833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80489741e-05  2.71927841e-05 -5.69848176e-06  2.61700695e-05  2.28063662e-05  5.73233360e-06 
 7.04833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -3.94438762e-06 -1.30849936e-05  5.90558889e-06 -1.20501896e-05 -8.61400972e-06 -5.36173414e-06 
 7.14833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.61433708e-05  2.53653949e-05 -5.88717124e-06  2.43204982e-05  2.09135358e-05  5.20987244e-06 
 7.24833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -2.43272106e-06 -1.16491815e-05  6.08542268e-06 -1.05938268e-05 -7.11657948e-06 -4.85907466e-06 
 7.34833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.43726396e-05  2.36660369e-05 -6.06157677e-06  2.26018702e-05  1.91549574e-05  4.72417051e-06 
 7.44833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -1.03313040e-06 -1.03188029e-05  6.25159452e-06 -9.24564922e-06 -5.73049484e-06 -4.39177776e-06 
 7.54833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.27269730e-05  2.20854601e-05 -6.22267343e-06  2.10046094e-05  1.75208278e-05  4.27265943e-06 
 7.64833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.62358770e-07 -9.08645279e-06  6.40503458e-06 -7.99788951e-06 -4.44779596e-06 -3.95737696e-06 
 7.74833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.11972993e-05  2.06151161e-05 -6.37137135e-06  1.95198213e-05  1.60020825e-05  3.85295262e-06 
 7.84833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.46117090e-06 -7.94518709e-06  6.54661120e-06 -6.84332822e-06 -3.26107488e-06 -3.55357945e-06 
 7.94833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  9.77522371e-06  1.92470320e-05 -6.50852960e-06  1.81393289e-05  1.45903362e-05  3.46283180e-06 
 8.04833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.57021618e-06 -6.88845907e-06  6.67738792e-06 -5.77523519e-06 -2.16343946e-06 -3.17825348e-06 
 8.14833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.45297052e-06  1.79737470e-05 -6.63679197e-06  1.68554734e-05  1.32778298e-05  3.10023469e-06 
 8.24833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.59594378e-06 -5.91016235e-06  6.79575415e-06 -4.78730602e-06 -1.14847942e-06 -2.82941663e-06 
 8.34833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  7.22330146e-06  1.67884280e-05 -6.75277031e-06  1.56612369e-05  1.20573742e-05  2.76323632e-06 
 8.44833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.54439903e-06 -5.00471232e-06  6.90654085e-06 -3.87378558e-06 -2.10206761e-07 -2.50519244e-06 
 8.54833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  6.07946811e-06  1.56848037e-05 -6.85987823e-06  1.45501858e-05  1.09222629e-05  2.44999267e-06 
 8.64833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  5.42123316e-06 -4.16693305e-06  7.00860499e-06 -3.02934178e-06  6.56996286e-07 -2.20380275e-06 
 8.74833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  5.01523120e-06  1.46570647e-05 -6.95841629e-06  1.35163572e-05  9.86625511e-06  2.15880474e-06 
 8.84833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  6.23161611e-06 -3.39200544e-06  7.10240152e-06 -2.24900603e-06  1.45833456e-06 -1.92364301e-06 
 8.94833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.02493332e-06  1.36998207e-05 -7.04889914e-06  1.25542150e-05  8.88364363e-06  1.88814805e-06 
 9.04833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  6.98026748e-06 -2.67544194e-06  7.18844820e-06 -1.52815108e-06  2.19855071e-06 -1.66326301e-06 
 9.14833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  3.10334654e-06  1.28080691e-05 -7.13184823e-06  1.16586221e-05  7.96918949e-06  1.63662499e-06 
 9.24833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  7.67159640e-06 -2.01306487e-06  7.26727356e-06 -8.62471635e-07  2.88205593e-06 -1.42131638e-06 
 9.34833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.24559732e-06  1.19771664e-05 -7.20779351e-06  1.08248131e-05  7.11802587e-06  1.40292900e-06 
 9.44833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.30972243e-06 -1.40098608e-06  7.33936538e-06 -2.47964038e-07  3.51294011e-06 -1.19654121e-06 
 9.54833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.44714957e-06  1.12028025e-05 -7.27718601e-06  1.00483675e-05  6.32565361e-06  1.18583601e-06 
 9.64833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  8.89848625e-06 -8.35595699e-07  7.40515953e-06  3.19082764e-07  4.09500121e-06 -9.87756594e-07 
 9.74833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  7.03787171e-07  1.04810105e-05 -7.34046473e-06  9.32523265e-06  5.58789325e-06  9.84202137e-07 
 9.84833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  9.44146158e-06 -3.13592015e-07  7.46508600e-06  8.42042893e-07  4.63177839e-06 -7.93860106e-07 
 9.94833456e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.16000237e-08  9.80814051e-06 -7.39805059e-06  8.65167960e-06  4.90085776e-06  7.96957147e-07 
 1.00483346e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  9.94195648e-06  1.68114217e-07  7.51954903e-06  1.32409916e-06  5.12656801e-06 -6.13812718e-07 
 1.01000000e-08  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -8.05928180e-07  9.01519391e-06 -7.46961221e-06  7.85757765e-06  4.08915086e-06  5.50150022e-07 
 1.01100000e-08  1.62000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.62000000e+00 -1.86284175e-05 -1.84157812e-05 -2.23564382e-05 -1.85034176e-05 -1.92273074e-05 -2.31810390e-05 
 1.01300000e-08  1.26000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.26000000e+00  1.12951985e-05  1.14271490e-05  4.65411631e-06  1.11742033e-05  1.11593416e-05  6.01522494e-06 
 1.01700000e-08  5.40000000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  5.40000000e-01  1.39034068e-04  1.38826096e-04  1.23220560e-04  1.43133376e-04  1.39057432e-04  1.26661591e-04 
 1.02000000e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.84949874e-04  1.83017384e-04  1.70908118e-04  1.82473150e-04  1.74206268e-04  1.74365247e-04 
 1.02053921e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.51033048e-05  6.97492229e-05  7.53743286e-05  4.85060598e-05  4.49715845e-05  7.16099500e-05 
 1.02161762e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -4.63795972e-04 -4.77900898e-04 -3.99495913e-04 -5.35948221e-04 -5.43860866e-04 -4.33437131e-04 
 1.02377445e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.93696032e-03 -1.96443026e-03 -1.76557272e-03 -2.07851836e-03 -2.08486975e-03 -1.83326950e-03 
 1.02641814e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -2.15436100e-03 -2.16079415e-03 -2.17121997e-03 -2.14528679e-03 -2.15725542e-03 -2.14230482e-03 
 1.02961796e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.39799827e-03  1.51142601e-03  6.48480880e-04  1.91665719e-03  2.02254761e-03  1.11760063e-03 
 1.03318334e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  8.89440802e-03  9.18675541e-03  6.93114573e-03  9.91061385e-03  1.01847107e-02  7.74366583e-03 
 1.03761473e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.22930435e-02  1.22148127e-02  9.70357881e-03  1.19398822e-02  1.17244679e-02  9.60448416e-03 
 1.04194987e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  4.09516356e-03  3.94198690e-03  8.66594770e-04  3.44968698e-03  3.27016731e-03 -5.59767764e-04 
 1.04650174e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.61434312e-03  1.72827282e-03 -3.59094013e-03  2.05643588e-03  2.06072342e-03 -3.66056227e-03 
 1.05145179e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.12604626e-03  2.03408621e-03  1.58276383e-05  1.73202865e-03  1.65901850e-03  8.24044983e-04 
 1.05687562e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.53959192e-04 -1.32532399e-04 -3.40475188e-06 -2.04294289e-04 -7.13951818e-05 -4.42536407e-04 
 1.06354250e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.11360732e-04  5.08244136e-04  1.84870949e-05  5.31683959e-04  4.77470500e-04  2.98711878e-04 
 1.07061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -9.26498561e-05 -8.94204417e-05 -2.56287785e-05 -1.20261066e-04 -7.89342410e-05 -2.08277376e-04 
 1.08061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  2.69922774e-04  2.69466252e-04  2.58710825e-05  2.89720149e-04  2.64359219e-04  1.62260738e-04 
 1.09061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -6.57020768e-05 -6.42179842e-05 -2.39045032e-05 -8.43810691e-05 -6.37892087e-05 -1.25961000e-04 
 1.10061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.67729682e-04  1.67297572e-04  2.10387972e-05  1.82389838e-04  1.69023311e-04  9.71514528e-05 
 1.11061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -3.46440078e-05 -3.34423535e-05 -1.76728562e-05 -4.74542779e-05 -3.68331222e-05 -7.46066011e-05 
 1.12061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.10261952e-04  1.09681467e-04  1.45334631e-05  1.20626151e-04  1.13794285e-04  5.68293522e-05 
 1.13061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -1.34916928e-05 -1.23569057e-05 -1.15141775e-05 -2.23709053e-05 -1.69451783e-05 -4.28562028e-05 
 1.14061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.56725668e-05  7.50155064e-05  9.06161737e-06  8.30657208e-05  7.97411751e-05  3.19821514e-05 
 1.15061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00 -6.31711336e-07  5.24092261e-07 -6.82714393e-06 -6.86427295e-06 -4.20226899e-06 -2.33761045e-05 
 1.16061272e-08  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.43380860e-05  5.35435764e-05  5.17622299e-06  5.96355128e-05  5.81904977e-05  1.68085782e-05 
